ID,createdBy,createdAt,modifiedBy,modifiedAt,noteId,partner_ID,currency_code,grossAmount,netAmount,taxAmount,lifecycleStatus,approvalStatus,confirmStatus,orderingStatus,invoicingStatus
02BD2137-0890-1EEA-A6C2-BB55C1C2C7FB,john.nicols@itelo.info,2020-02-26,james.smith@itelo.info,2020-02-26,,02BD2137-0890-1EEA-A6C2-BB55C19E87FB,EUR,35817.81,30099,5718.81,X,R,X,I,I
02BD2137-0890-1EEA-A6C2-BB55C1C2E7FB,catherine.jones@itelo.info,2020-02-27,john.dash@itelo.info,2020-02-27,,02BD2137-0890-1EEA-A6C2-BB55C19E07FB,EUR,5488.28,4612,876.28,C,A,S,I,D
02BD2137-0890-1EEA-A6C2-BB55C1C307FB,karl.kessler@itelo.info,2020-02-28,fisher.richard@itelo.info,2020-02-28,,02BD2137-0890-1EEA-A6C2-BB55C19EE7FB,EUR,12195.12,10248,1947.12,N,I,I,I,I
02BD2137-0890-1EEA-A6C2-BB55C1C327FB,anna.lerch@itelo.info,2020-02-28,peter.douglas@itelo.info,2020-02-28,,02BD2137-0890-1EEA-A6C2-BB55C19EE7FB,EUR,3505.74,2946,559.74,C,A,S,I,D
02BD2137-0890-1EEA-A6C2-BB55C1C347FB,clark.kent@itelo.info,2020-03-01,peter.fuchs@itelo.info,2020-03-01,,02BD2137-0890-1EEA-A6C2-BB55C19EC7FB,EUR,297553.55,250045,47508.55,P,I,C,I,I
02BD2137-0890-1EEA-A6C2-BB55C1C367FB,peter.fuchs@itelo.info,2020-03-02,frank.brown@itelo.info,2020-03-02,,02BD2137-0890-1EEA-A6C2-BB55C19E07FB,EUR,2898.84,2436,462.84,N,I,I,I,I
02BD2137-0890-1EEA-A6C2-BB55C1C387FB,mary.watson@itelo.info,2020-03-03,karl.kessler@itelo.info,2020-03-03,,02BD2137-0890-1EEA-A6C2-BB55C19E67FB,EUR,27716.29,23291,4425.29,N,I,I,I,I
02BD2137-0890-1EEA-A6C2-BB55C1C3A7FB,james.field@itelo.info,2020-03-04,anna.lerch@itelo.info,2020-03-04,,02BD2137-0890-1EEA-A6C2-BB55C19EA7FB,EUR,143791.27,120833,22958.27,P,A,S,I,I
02BD2137-0890-1EEA-A6C2-BB55C1C3C7FB,anna.lerch@itelo.info,2020-03-05,rudolf.platte@itelo.info,2020-03-05,,02BD2137-0890-1EEA-A6C2-BB55C19EA7FB,EUR,107524.83,90357,17167.83,P,A,C,I,I
02BD2137-0890-1EEA-A6C2-BB55C1C3E7FB,barbara.ingalls@itelo.info,2020-03-06,sally.spring@itelo.info,2020-03-06,,02BD2137-0890-1EEA-A6C2-BB55C19E47FB,EUR,14147.91,11889,2258.91,X,R,X,I,I
02BD2137-0890-1EEA-A6C2-BB55C1C407FB,karl.kessler@itelo.info,2020-03-07,peter.fuchs@itelo.info,2020-03-07,,02BD2137-0890-1EEA-A6C2-BB55C19E07FB,EUR,1652.91,1389,263.91,N,I,I,I,I
02BD2137-0890-1EEA-A6C2-BB55C1C427FB,sally.spring@itelo.info,2020-03-08,rudolf.platte@itelo.info,2020-03-08,,02BD2137-0890-1EEA-A6C2-BB55C19E67FB,EUR,5911.92,4968,943.92,N,I,I,I,I
02BD2137-0890-1EEA-A6C2-BB55C1C447FB,clark.kent@itelo.info,2020-03-09,fisher.richard@itelo.info,2020-03-09,,02BD2137-0890-1EEA-A6C2-BB55C19EC7FB,EUR,148792.84,125036,23756.84,N,I,I,I,I
02BD2137-0890-1EEA-A6C2-BB55C1C467FB,karl.kessler@itelo.info,2020-03-10,catherine.jones@itelo.info,2020-03-10,,02BD2137-0890-1EEA-A6C2-BB55C19EE7FB,EUR,5283.6,4440,843.6,N,I,I,I,I
02BD2137-0890-1EEA-A6C2-BB55C1C487FB,maria.hicks@itelo.info,2020-03-11,nora.dwyer@itelo.info,2020-03-11,,02BD2137-0890-1EEA-A6C2-BB55C19EE7FB,EUR,13964.65,11735,2229.65,N,I,I,I,I
02BD2137-0890-1EEA-A6C2-BB55C1C4A7FB,rudolf.platte@itelo.info,2020-03-12,frank.brown@itelo.info,2020-03-12,,02BD2137-0890-1EEA-A6C2-BB55C19EC7FB,EUR,119010.71,100009,19001.71,X,R,X,I,I
02BD2137-0890-1EEA-A6C2-BB55C1C4C7FB,fisher.richard@itelo.info,2020-03-13,randy.gordon@itelo.info,2020-03-13,,02BD2137-0890-1EEA-A6C2-BB55C19EA7FB,EUR,53974.83,45357,8617.83,N,I,I,I,I
02BD2137-0890-1EEA-A6C2-BB55C1C4E7FB,viola.gains@itelo.info,2020-03-14,randy.gordon@itelo.info,2020-03-14,,02BD2137-0890-1EEA-A6C2-BB55C19E47FB,EUR,7676.69,6451,1225.69,X,R,X,I,I
02BD2137-0890-1EEA-A6C2-BB55C1C507FB,james.smith@itelo.info,2020-03-15,john.smith@itelo.info,2020-03-15,,02BD2137-0890-1EEA-A6C2-BB55C19E67FB,EUR,22006.67,18493,3513.67,N,I,I,I,I
02BD2137-0890-1EEA-A6C2-BB55C1C527FB,rudolf.platte@itelo.info,2020-03-16,barbara.ingalls@itelo.info,2020-03-16,,02BD2137-0890-1EEA-A6C2-BB55C19E87FB,EUR,66745.91,56089,10656.91,R,R,X,I,I
02BD2137-0890-1EEA-A6C2-BB55C1C547FB,paul.burke@itelo.info,2020-03-17,paul.burke@itelo.info,2020-03-17,,02BD2137-0890-1EEA-A6C2-BB55C19E87FB,EUR,66745.91,56089,10656.91,R,R,X,I,I
02BD2137-0890-1EEA-A6C2-BB55C1C567FB,joanne.rush@itelo.info,2020-03-18,smith.Drew@itelo.info,2020-03-18,,02BD2137-0890-1EEA-A6C2-BB55C19E87FB,EUR,42474.67,35693,6781.67,R,R,X,I,I
02BD2137-0890-1EEA-A6C2-BB55C1C587FB,sally.spring@itelo.info,2020-03-19,john.nicols@itelo.info,2020-03-19,,02BD2137-0890-1EEA-A6C2-BB55C19E47FB,EUR,10558.87,8873,1685.87,X,R,X,I,I
02BD2137-0890-1EEA-A6C2-BB55C1C5A7FB,maria.hicks@itelo.info,2020-03-20,viola.gains@itelo.info,2020-03-20,,02BD2137-0890-1EEA-A6C2-BB55C19E07FB,EUR,3525.97,2963,562.97,N,I,I,I,I
02BD2137-0890-1EEA-A6C2-BB55C1C5C7FB,rudolf.platte@itelo.info,2020-03-21,rudolf.platte@itelo.info,2020-03-21,,02BD2137-0890-1EEA-A6C2-BB55C19EA7FB,EUR,143791.27,120833,22958.27,X,R,X,I,I
02BD2137-0890-1EEA-A6C2-BB55C1C5E7FB,rudolf.platte@itelo.info,2020-03-22,megan.wang@itelo.info,2020-03-22,,02BD2137-0890-1EEA-A6C2-BB55C19E07FB,EUR,2801.26,2354,447.26,X,R,X,I,I
02BD2137-0890-1EEA-A6C2-BB55C1C607FB,hermann.hecker@itelo.info,2020-03-23,karl.kessler@itelo.info,2020-03-23,,02BD2137-0890-1EEA-A6C2-BB55C19EA7FB,EUR,143791.27,120833,22958.27,X,R,X,I,I
02BD2137-0890-1EEA-A6C2-BB55C1C627FB,megan.wang@itelo.info,2020-03-24,frank.brown@itelo.info,2020-03-24,,02BD2137-0890-1EEA-A6C2-BB55C19EE7FB,EUR,8739.36,7344,1395.36,R,R,X,I,I
02BD2137-0890-1EEA-A6C2-BB55C1C647FB,rudolf.platte@itelo.info,2020-03-25,peter.douglas@itelo.info,2020-03-25,,02BD2137-0890-1EEA-A6C2-BB55C19EE7FB,EUR,6961.5,5850,1111.5,C,A,S,I,D
02BD2137-0890-1EEA-A6C2-BB55C1C667FB,barbara.ingalls@itelo.info,2020-03-26,michael.miller@itelo.info,2020-03-26,,02BD2137-0890-1EEA-A6C2-BB55C19EC7FB,EUR,148857.1,125090,23767.1,C,A,S,I,D
02BD2137-0890-1EEA-A6C2-BB55C1C687FB,viola.gains@itelo.info,2020-03-27,hermann.hecker@itelo.info,2020-03-27,,02BD2137-0890-1EEA-A6C2-BB55C19E87FB,EUR,24271.24,20396,3875.24,C,A,S,I,D
02BD2137-0890-1EEA-A6C2-BB55C1C6A7FB,frank.brown@itelo.info,2020-03-28,maria.hicks@itelo.info,2020-03-28,,02BD2137-0890-1EEA-A6C2-BB55C19E67FB,EUR,30368.8,25520,4848.8,X,R,X,I,I
02BD2137-0890-1EEA-A6C2-BB55C1C6C7FB,james.smith@itelo.info,2020-03-29,michael.miller@itelo.info,2020-03-29,,02BD2137-0890-1EEA-A6C2-BB55C19EA7FB,EUR,126082.88,105952,20130.88,C,A,S,I,D
02BD2137-0890-1EEA-A6C2-BB55C1C6E7FB,sally.spring@itelo.info,2020-03-30,john.smith@itelo.info,2020-03-30,,02BD2137-0890-1EEA-A6C2-BB55C19EA7FB,EUR,54399.66,45714,8685.66,X,R,X,I,I
02BD2137-0890-1EEA-A6C2-BB55C1C707FB,karl.kessler@itelo.info,2020-03-31,james.field@itelo.info,2020-03-31,,02BD2137-0890-1EEA-A6C2-BB55C19E47FB,EUR,15471.19,13001,2470.19,C,A,S,I,D
02BD2137-0890-1EEA-A6C2-BB55C1C727FB,viola.gains@itelo.info,2020-04-01,sue.bay@itelo.info,2020-04-01,,02BD2137-0890-1EEA-A6C2-BB55C19E07FB,EUR,1970.64,1656,314.64,P,A,C,I,I
02BD2137-0890-1EEA-A6C2-BB55C1C747FB,susan.summer@itelo.info,2020-04-02,fisher.richard@itelo.info,2020-04-02,,02BD2137-0890-1EEA-A6C2-BB55C19EC7FB,EUR,29771.42,25018,4753.42,R,R,X,I,I
02BD2137-0890-1EEA-A6C2-BB55C1C767FB,john.smith@itelo.info,2020-04-03,fisher.richard@itelo.info,2020-04-03,,02BD2137-0890-1EEA-A6C2-BB55C19E67FB,EUR,12430.74,10446,1984.74,P,A,C,I,I
02BD2137-0890-1EEA-A6C2-BB55C1C787FB,frank.brown@itelo.info,2020-04-04,sally.spring@itelo.info,2020-04-04,,02BD2137-0890-1EEA-A6C2-BB55C19EE7FB,EUR,12186.79,10241,1945.79,N,I,I,I,I
02BD2137-0890-1EEA-A6C2-BB55C1C7A7FB,fisher.richard@itelo.info,2020-04-05,john.dash@itelo.info,2020-04-05,,02BD2137-0890-1EEA-A6C2-BB55C19EE7FB,EUR,13964.65,11735,2229.65,R,R,X,I,I
02BD2137-0890-1EEA-A6C2-BB55C1C7C7FB,barbara.ingalls@itelo.info,2020-04-06,john.dash@itelo.info,2020-04-06,,02BD2137-0890-1EEA-A6C2-BB55C19EC7FB,EUR,119010.71,100009,19001.71,P,I,S,I,I
02BD2137-0890-1EEA-A6C2-BB55C1C7E7FB,john.smith@itelo.info,2020-04-07,catherine.jones@itelo.info,2020-04-07,,02BD2137-0890-1EEA-A6C2-BB55C19E47FB,EUR,4676.7,3930,746.7,P,I,S,I,I
02BD2137-0890-1EEA-A6C2-BB55C1C807FB,karl.kessler@itelo.info,2020-04-08,catherine.jones@itelo.info,2020-04-08,,02BD2137-0890-1EEA-A6C2-BB55C19EA7FB,EUR,89816.44,75476,14340.44,X,R,X,I,I
02BD2137-0890-1EEA-A6C2-BB55C1C827FB,anna.lerch@itelo.info,2020-04-09,john.nicols@itelo.info,2020-04-09,,02BD2137-0890-1EEA-A6C2-BB55C19E67FB,EUR,30166.5,25350,4816.5,P,I,S,I,I
02BD2137-0890-1EEA-A6C2-BB55C1C847FB,al.wallace@itelo.info,2020-04-10,john.smith@itelo.info,2020-04-10,,02BD2137-0890-1EEA-A6C2-BB55C19D27FB,EUR,12209.4,10260,1949.4,R,R,X,I,I
02BD2137-0890-1EEA-A6C2-BB55C1C867FB,anna.lerch@itelo.info,2020-04-11,anna.lerch@itelo.info,2020-04-11,,02BD2137-0890-1EEA-A6C2-BB55C19D07FB,EUR,8491.12,7135.4,1355.72,X,R,X,I,I
02BD2137-0890-1EEA-A6C2-BB55C1C887FB,catherine.jones@itelo.info,2020-04-12,paul.burke@itelo.info,2020-04-12,,02BD2137-0890-1EEA-A6C2-BB55C19D87FB,EUR,2346.68,1972,374.68,P,A,S,I,I
02BD2137-0890-1EEA-A6C2-BB55C1C8A7FB,randy.gordon@itelo.info,2020-04-13,smith.Drew@itelo.info,2020-04-13,,02BD2137-0890-1EEA-A6C2-BB55C19D47FB,EUR,5933.58,4986.2,947.38,X,R,X,I,I
02BD2137-0890-1EEA-A6C2-BB55C1C8C7FB,karl.kessler@itelo.info,2020-04-14,john.smith@itelo.info,2020-04-14,,02BD2137-0890-1EEA-A6C2-BB55C19D47FB,EUR,5928.1,4981.6,946.5,R,R,X,I,I
02BD2137-0890-1EEA-A6C2-BB55C1C8E7FB,susan.summer@itelo.info,2020-04-15,frank.brown@itelo.info,2020-04-15,,02BD2137-0890-1EEA-A6C2-BB55C19D67FB,EUR,9080.89,7631,1449.89,N,I,I,I,I
02BD2137-0890-1EEA-A6C2-BB55C1C907FB,randy.gordon@itelo.info,2020-04-16,john.smith@itelo.info,2020-04-16,,02BD2137-0890-1EEA-A6C2-BB55C19DA7FB,EUR,10253.04,8616,1637.04,C,A,S,I,D
02BD2137-0890-1EEA-A6C2-BB55C1C927FB,frank.brown@itelo.info,2020-04-17,john.dash@itelo.info,2020-04-17,,02BD2137-0890-1EEA-A6C2-BB55C19DC7FB,EUR,7275.66,6114,1161.66,X,R,X,I,I
02BD2137-0890-1EEA-A6C2-BB55C1C947FB,mary.watson@itelo.info,2020-04-18,catherine.jones@itelo.info,2020-04-18,,02BD2137-0890-1EEA-A6C2-BB55C19DE7FB,EUR,4551.75,3825,726.75,P,I,S,I,I
