ID,nameFirst,nameMiddle,nameLast,nameInitials,sex,language,phoneNumber,email,loginName,address_ID,validFrom,validTo,currency_code,salaryAmount,accountNumber,bankId,bankName,employeePicUrl
02BD2137-0890-1EEA-A6C2-BB55C19987FB,Rudolf,,Platte,,M,E,,rudolf.platte@itelo.info,PLATTER,02BD2137-0890-1EEA-A6C2-BB55C18FE7FB,2000-01-01,9999-12-31,USD,45983,234567890,99999888,Deutsches Geldinstitut,/sap/hana/democontent/epm/data/images/male_15_PlatteR.jpg
02BD2137-0890-1EEA-A6C2-BB55C199A7FB,Al,,Wallace,,M,E,,al.wallace@itelo.info,WALLACEA,02BD2137-0890-1EEA-A6C2-BB55C19007FB,2000-01-01,9999-12-31,USD,55426,1100998877,121000358,My Bank of San Francisco,/sap/hana/democontent/epm/data/images/male_13_WallaceA.jpg
02BD2137-0890-1EEA-A6C2-BB55C199C7FB,Jonathan,,East,,M,E,,jonathan.east@itelo.info,EASTJ,02BD2137-0890-1EEA-A6C2-BB55C19027FB,2000-01-01,9999-12-31,USD,55427,6655443322,121000358,My Bank of San Francisco,/sap/hana/democontent/epm/data/images/male_12_EastJ.jpg
02BD2137-0890-1EEA-A6C2-BB55C199E7FB,James,,Smith,,M,E,,james.smith@itelo.info,SMITHJ,02BD2137-0890-1EEA-A6C2-BB55C19047FB,2000-01-01,9999-12-31,USD,38761,456789012,99999888,Deutsches Geldinstitut,/sap/hana/democontent/epm/data/images/male_14_SmithJ.jpg
02BD2137-0890-1EEA-A6C2-BB55C19A07FB,Megan,,Wang,,F,E,,megan.wang@itelo.info,WANGM,02BD2137-0890-1EEA-A6C2-BB55C19067FB,2000-01-01,9999-12-31,USD,57985,54321098,66665555,My Bank of London,/sap/hana/democontent/epm/data/images/female_4_WangM.jpg
02BD2137-0890-1EEA-A6C2-BB55C19A27FB,Anna,Marie,Lerch,,F,E,,anna.lerch@itelo.info,LERCHA,02BD2137-0890-1EEA-A6C2-BB55C19087FB,2000-01-01,9999-12-31,USD,58768,5566778899,26005885,My Bank of New York,/sap/hana/democontent/epm/data/images/female_5_LerchA.jpg
02BD2137-0890-1EEA-A6C2-BB55C19A47FB,Clark,,Kent,,M,E,,clark.kent@itelo.info,KENTC,02BD2137-0890-1EEA-A6C2-BB55C190A7FB,2000-01-01,9999-12-31,USD,57000,3344556677,26005885,My Bank of New York,/sap/hana/democontent/epm/data/images/male_18_KentC.jpg
02BD2137-0890-1EEA-A6C2-BB55C19A67FB,Catherine,,Jones,,F,E,,catherine.jones@itelo.info,JONESC,02BD2137-0890-1EEA-A6C2-BB55C190C7FB,2000-01-01,9999-12-31,USD,59000,4455667788,26005885,My Bank of New York,/sap/hana/democontent/epm/data/images/female_12_JonesC.jpg
02BD2137-0890-1EEA-A6C2-BB55C19A87FB,Peter,,Douglas,,M,E,,peter.douglas@itelo.info,DOUGLASP,02BD2137-0890-1EEA-A6C2-BB55C190E7FB,2000-01-01,9999-12-31,USD,1500000,666777888,510000655,My Bank of Antioch,/sap/hana/democontent/epm/data/images/male_8_DouglasP.jpg
02BD2137-0890-1EEA-A6C2-BB55C19AA7FB,Frank,James,Brown,,M,E,,frank.brown@itelo.info,BROWNF,02BD2137-0890-1EEA-A6C2-BB55C19107FB,2000-01-01,9999-12-31,USD,53021,6677889900,26005885,My Bank of New York,/sap/hana/democontent/epm/data/images/male_17_BrownF.jpg
02BD2137-0890-1EEA-A6C2-BB55C19AC7FB,Barbara,,Ingalls,,F,E,,barbara.ingalls@itelo.info,INGALLSB,02BD2137-0890-1EEA-A6C2-BB55C19127FB,2000-01-01,9999-12-31,USD,63443,4433221100,121000358,My Bank of San Francisco,/sap/hana/democontent/epm/data/images/female_3_IngallsB.jpg
02BD2137-0890-1EEA-A6C2-BB55C19AE7FB,Peter,Thomas,Fuchs,,M,E,,peter.fuchs@itelo.info,FUCHSP,02BD2137-0890-1EEA-A6C2-BB55C19147FB,2000-01-01,9999-12-31,USD,71344,65432109,66665555,My Bank of London,/sap/hana/democontent/epm/data/images/male_20_FuchsP.jpg
02BD2137-0890-1EEA-A6C2-BB55C19B07FB,Mary,,Watson,,F,E,,mary.watson@itelo.info,WATSONM,02BD2137-0890-1EEA-A6C2-BB55C19167FB,2000-01-01,9999-12-31,USD,64222,43210987,66665555,My Bank of London,/sap/hana/democontent/epm/data/images/female_13_WatsonM.jpg
02BD2137-0890-1EEA-A6C2-BB55C19B27FB,Karl,,Kessler,,M,E,,karl.kessler@itelo.info,KESSLERK,02BD2137-0890-1EEA-A6C2-BB55C19187FB,2000-01-01,9999-12-31,USD,97455,7788990011,26005885,My Bank of New York,/sap/hana/democontent/epm/data/images/male_21_KesslerK.jpg
02BD2137-0890-1EEA-A6C2-BB55C19B47FB,Nora,,Dwyer,,F,E,,nora.dwyer@itelo.info,DWYERN,02BD2137-0890-1EEA-A6C2-BB55C191A7FB,2000-01-01,9999-12-31,USD,50000,0013M02606,10100,tablissement financier de Paris,/sap/hana/democontent/epm/data/images/female_14_DwyerN.jpg
02BD2137-0890-1EEA-A6C2-BB55C19B67FB,Drew,,Smith,,M,E,,smith.Drew@itelo.info,SMITHD,02BD2137-0890-1EEA-A6C2-BB55C191C7FB,2000-01-01,9999-12-31,EUR,67234,567890123,99999888,Deutsches Geldinstitut,/sap/hana/democontent/epm/data/images/male_25_FisherR.jpg
02BD2137-0890-1EEA-A6C2-BB55C19B87FB,Richard,Andrew,Fisher,,M,E,,fisher.richard@itelo.info,FISHERRI,02BD2137-0890-1EEA-A6C2-BB55C191E7FB,2000-01-01,9999-12-31,EUR,67234,567890123,99999888,Deutsches Geldinstitut,/sap/hana/democontent/epm/data/images/COMPANY_LOGO.JPG
